,product,input,intent,result
250,다크 슬레이트 블루 핸드백,이 다크 슬레이트 블루 드레시 핸드백은 훌륭합니다.,액세서리|핸드백,액세서리|핸드백
251,레인디어 스퀘어 쿠션,이 정사각형 쿠션은 집에 꼭 있어야 할 필수품입니다,홈 데코 | 쿠션,홈 데코 | 쿠션
252,오풀런트 세라믹 볼,어떤 상황에도 어울리는 화려한 세라믹 그릇,가정용품|그릇,가정용품|그릇
253,고급스러운 우드 보울,모든 상황에 어울리는 고급스러운 나무 그릇,가정용품|그릇,가정용품|그릇
254,어쿠스틱 드럼,이 어쿠스틱 드럼은 아마추어 및 전문 뮤지션에게 적합합니다.,악기|타악기,악기|타악기
255,흰색 작업대,사무실을 위한 타의 추종을 불허하는 흰색 작업대,가구|테이블,가구|테이블
256,스웰 브레이슬릿,남성용 스웰 브레이슬릿,보석|팔찌,의류|스카프
257,일렉트릭 기타,이 일렉트릭 기타는 가장 까다로운 뮤지션을 기쁘게 할 것입니다.,악기 | 현악기,악기 | 현악기
258,돼지고기,우리 돼지고기는 유기농이며 지속 가능한 방식으로 사육됩니다.,식료품|고기,식료품|고기
259,펑키 스카프,모든 상황에 어울리는 남성용 펑키한 스카프,의류|스카프,의류|스카프
260,더치 오븐,모든 주방에서 타의 추종을 불허합니다,가정용품|주방,가정용품|주방
261,브라운 슈즈,남성용 갈색 정장 신발 한 켤레,신발|정장,신발|정장
262,바닐라 케이크,이 맛있는 바닐라 케이크는 모두를 기쁘게 할 것입니다.,식료품|베이커리,식료품|베이커리
263,키보드,이 키보드는 아마추어 및 전문 음악가에게 적합합니다.,악기|키,악기|키
264,패셔너블 셔츠,패셔너블한 남성용 셔츠,의류|셔츠,의류|셔츠
265,양상추,이 맛있는 채소는 모든 식료품 저장실에 꼭 있어야 할 필수품입니다.,식료품|야채,식료품|야채
266,슬립온 샌들,이 댄디한 남성용 샌들은 여름에 딱 맞습니다.,신발|샌들,신발|샌들
267,스파클리 힐,여성용 스파클리 힐 한 켤레,신발|정장,신발|정장
268,필라 캔들,이 필러 캔들은 집 조명에 꼭 필요한 아이템입니다.,홈 데코 | 조명,홈 데코 | 조명
269,셰프 나이프,모든 주방에서 타의 추종을 불허합니다,가정용품|주방,가정용품|주방
270,블랙 힐,여성용 블랙 힐 한 켤레,신발|정장,신발|정장
271,다크 슬레이트 그레이 코트,산악용 남성용 단열 캐주얼 코트,의류|재킷,의류|재킷
272,초콜릿 케이크,이 풍미 가득한 초콜릿 케이크는 모두를 기쁘게 할 것입니다.,식료품|베이커리,식료품|베이커리
273,스웰 스카프,남성용 스웰 스카프,의류|스카프,의류|스카프
274,바이올린,이 바이올린은 아마추어 및 전문 음악가에게 적합합니다.,악기 | 현악기,악기 | 현악기
275,부활절 장식,4월 초순에 가장 인기 있는 메뉴,계절|부활절,계절|부활절
276,테이퍼 캔들,이 테이퍼 캔들은 집을 더욱 돋보이게 할 것입니다.,홈 데코 | 조명,홈 데코 | 조명
277,타의 추종을 불허하는 낚시 릴,모든 낚싯대를 위한 타의 추종을 불허하는 낚시 릴,야외|낚시,야외|낚시
278,새들 브라운 오피스 체어,이 멋진 새들 브라운 사무용 의자로 생산성을 높이세요,가구|의자,가구|의자
279,우아한 도자기 그릇,이 우아한 세라믹 그릇은 필수품입니다.,가정용품|그릇,가정용품|그릇
280,게인즈버러 드레서,두 개의 서랍이 있는 비교할 수 없는 게인즈버러 드레서는 필수품입니다.,가구|옷장,가구|옷장
281,로지 브라운 작업대,타의 추종을 불허하는 장밋빛 갈색 작업대로 생산성을 높이세요,가구|테이블,가구|테이블
282,골든로드 다이닝 체어,어떤 식당에도 잘 어울리는 멋진 골든로드 체어,가구|의자,가구|의자
283,컵케이크,주방에서 매일 신선하게 만드는 컵케이크,식료품|베이커리,식료품|베이커리
284,플로리스 스카프,완벽한 여성용 스카프,의류|스카프,의류|스카프
285,핑크 핸드백,이 핑크색의 멋진 핸드백은 훌륭합니다,액세서리|핸드백,액세서리|핸드백
286,할로윈 사인,모두에게 사랑받는 기발한 날을 위한 머스트 해브 아이템,계절별|할로윈,계절별|할로윈
287,업라이트 피아노,이 업라이트 피아노는 아마추어 및 전문 음악가에게 적합합니다.,악기|키,악기|키
288,발렌타인 초콜릿,특별한 날을 위해 일찍 주문하세요.,계절별|발렌타인,계절별|발렌타인
289,다크 그레이 작업대,사무실을 위한 뛰어난 다크 그레이 작업대,가구|테이블,가구|테이블
290,치킨,우리의 닭고기는 농부들에 의해 지속 가능한 방식으로 사육됩니다.,식료품|고기,식료품|고기
291,새시 벨트,이 멋진 여성용 벨트는 어떤 상황에도 잘 어울립니다.,액세서리|벨트,액세서리|벨트
292,크리스마스 오너먼트,연말연시 머스트해브 아이템,계절|크리스마스,계절|크리스마스
293,냄비 세트,모든 주방에 꼭 맞는 제품,가정용품|주방,가정용품|주방
294,흰색 직사각형 쿠션,이 흰색 직사각형 쿠션은 아주 멋집니다.,홈 데코 | 쿠션,홈 데코 | 쿠션
295,할로윈 코스튬,모두에게 사랑받는 기발한 날을 위한 머스트 해브 아이템,계절별|할로윈,계절별|할로윈
296,웅장한 팔찌,어떤 손목에도 잘 어울리는 멋진 여성용 팔찌,보석|팔찌,보석|팔찌
297,찻주전자,모든 주방에 꼭 맞는 제품,가정용품|주방,가정용품|주방
298,할로윈 사인,10월 초에 꼭 주문하세요,계절별|할로윈,계절별|할로윈
299,블랙 소파,이 호화로운 블랙 소파는 모든 객실의 하이라이트가 될 것입니다.,가구|소파,가구|소파
300,새시 안경,이 멋진 여성용 안경은 어디에나 완벽합니다.,액세서리|안경,액세서리|안경
301,페일 그레이 소파,이 세련된 옅은 회색 소파는 모든 객실의 하이라이트가 될 것입니다.,가구|소파,가구|소파
302,다크 슬레이트 그레이 재킷,보온성이 좋은 여성용 캐주얼 재킷,의류|재킷,의류|재킷
303,멋진 안경,여성용 멋진 안경,액세서리|안경,액세서리|안경
304,옐로우 쿠션 세트,이 노란색 쿠션 세트는 아주 멋집니다,홈 데코 | 쿠션,홈 데코 | 쿠션
305,실내 식물,유기농 농장에서 지속 가능한 방식으로 재배한 실내 식물,꽃|식물,꽃|식물
306,어쿠스틱 드럼,이 어쿠스틱 드럼은 아마추어 및 전문 뮤지션에게 적합합니다.,악기|타악기,악기|타악기
307,블랙 슈즈,여성용 블랙 포멀 슈즈 한 켤레,신발|정장,신발|정장
308,셰프 나이프,모든 주방과 비교할 수 없습니다,가정용품|주방,가정용품|주방
309,어쿠스틱 드럼,이 어쿠스틱 드럼은 가장 까다로운 뮤지션을 기쁘게 할 것입니다.,악기|타악기,악기|타악기
310,맥주 글래스,주방에 꼭 필요한 아이템,가정용품|주방,가정용품|주방
311,대퍼 벨트,모든 상황에 어울리는 단아한 벨트,액세서리|벨트,액세서리|벨트
312,서브라임 스카프,서브라임 여성용 스카프,의류|스카프,의류|스카프
313,부활절 장식,4월 초순에 가장 인기 있는 메뉴,계절|부활절,계절|부활절
314,카메라,아마추어 및 전문가용 카메라,전자제품|카메라,전자제품|카메라
315,멋진 안경,이 멋진 여성용 안경은 어디에나 완벽합니다,액세서리|안경,액세서리|안경
316,더치 오븐,주방에 꼭 필요한 아이템,가정용품|주방,가정용품|주방
317,발렌타인 초콜릿,특별한 날을 위한 머스트해브 아이템,계절별|발렌타인,계절별|발렌타인
318,믿을 수 있는 낚시 미끼,모든 낚시꾼을 위한 믿을 수 있는 낚시 미끼,야외|낚시,야외|낚시
319,새들 브라운 오피스 체어,이 멋진 새들 브라운 사무용 의자로 생산성을 높이세요,가구|의자,가구|의자
320,어쿠스틱 드럼,이 어쿠스틱 드럼은 아마추어 및 전문 뮤지션에게 적합합니다.,악기|타악기,악기|타악기
321,장미 어레인지먼트,재배자들이 신선하고 생동감 넘치는 장미 어레인지먼트를 제공합니다.,플로럴|어레인지먼트,플로럴|어레인지먼트
322,다크 슬레이트 그레이 재킷,단열이 잘 되는 남성용 캐주얼 재킷,의류|재킷,의류|재킷
323,게인즈버러 작업대,타의 추종을 불허하는 Gainsboro 작업대로 생산성을 높이십시오,가구|테이블,가구|테이블
324,라이트 스틸 블루 셔츠,라이트 스틸 블루 남성 캐주얼 셔츠,의류|셔츠,의류|셔츠
325,서브라임 브레이슬릿,어떤 상황에도 잘 어울리는 여성용 서브라임 브레이슬릿,보석|팔찌,보석|팔찌
326,화이트 스웨트셔츠,여성용 화이트 스웨트셔츠,의류|셔츠,의류|셔츠
327,딥 디스가이즈 컨실러,여드름?보이지 않아요.사마귀?절대 일어나지 않았어요.과학만 있으면 요술은 필요 없어요!,뷰티|그루밍,액세서리|안경
328,세련된 알루미늄 보울,어떤 상황에도 어울리는 스타일리시한 알루미늄 보울,가정용품|그릇,가정용품|그릇
329,고급 세라믹 볼,모든 상황에 어울리는 클래식한 세라믹 그릇,가정용품|그릇,가정용품|그릇
330,그루비 안경,여성용 그루비 안경,액세서리|안경,액세서리|안경
331,스트래피 블랙 힐,여성용 블랙 힐 한 켤레,신발|정장,신발|정장
332,부활절 초콜릿 에그,4월의 머스트해브 아이템,계절|부활절,계절|부활절
333,크리스마스 리스,휴일에 가장 좋아하는 것,계절|크리스마스,계절|크리스마스
334,세라믹 꽃병,이 세라믹 꽃병은 홈 데코를 위한 머스트해브 아이템입니다.,가정 장식 | 장식,가정 장식 | 장식
335,맥주 글래스,주방에 꼭 필요한 아이템,가정용품|주방,가정용품|주방
336,멋진 안경,이 멋진 남성용 안경은 타의 추종을 불허합니다,액세서리|안경,액세서리|안경
337,슈퍼쿨 샌들,매우 멋진 여성용 샌들,신발|샌들,신발|샌들
338,보기시 벨트,여성용 보기시 벨트,액세서리|벨트,액세서리|벨트
339,그린 빈즈,이 맛있고 다양한 채소를 식료품 저장실에 잘 보관하십시오.,식료품|야채,식료품|야채
340,발렌타인 데코레이션,특별한 날을 위한 머스트해브 아이템,계절별|발렌타인,계절별|발렌타인
341,셰프 나이프,주방에 꼭 필요한 아이템,가정용품|주방,가정용품|주방
342,다크 연어 작업대,비교할 수 없는 다크 연어 작업대로 생산성을 높이세요,가구|테이블,가구|테이블
343,크리스마스 장식,휴일에 가장 좋아하는 것,계절|크리스마스,계절|크리스마스
344,클래식 봄쉘 립스틱,과장되지 않는 클래식한 룩을 연출해보세요.,뷰티|그루밍,액세서리|핸드백
345,시에나 작업대,사무실을 위한 타의 추종을 불허하는 시에나 작업대,가구|테이블,가구|테이블
346,카네이션 어레인지,재배자들이 신선하고 생동감 있게 재배한 카네이션 어레인지먼트,플로럴|어레인지먼트,플로럴|어레인지먼트
347,크리스마스 피규어,휴일에 가장 좋아하는 것,계절|크리스마스,계절|크리스마스
348,옐로우 암체어,이 멋진 노란색 안락 의자에서 휴식을 취하십시오,가구|의자,가구|의자
349,업라이트 피아노,이 업라이트 피아노는 가장 까다로운 음악가도 만족시킬 것입니다.,악기|키,악기|키
350,크리스마스 오너먼트,휴일에 가장 좋아하는 것,계절|크리스마스,계절|크리스마스
351,힙 스카프,모든 상황에 어울리는 여성용 힙 스카프,의류|스카프,의류|스카프
352,다크 슬레이트 그레이 백팩,시즌 중 장거리 여행을 위한 다크 슬레이트 그레이 남성용 백팩,액세서리|배낭,액세서리|배낭
353,블루 수트,여성을 위한 숭고한 의상,의류|셔츠,의류|셔츠
354,세라믹 꽃병,이 세라믹 꽃병은 홈 데코를 위한 머스트해브 아이템입니다.,가정 장식 | 장식,가정 장식 | 장식
355,어쿠스틱 베이스,이 어쿠스틱 베이스는 아마추어 및 전문 음악가에게 적합합니다.,악기 | 현악기,악기 | 현악기
356,가뭄에 강한 실내 식물,유기농 농장에서 지속 가능한 방식으로 재배되는 가뭄에 강한 실내 식물,꽃|식물,꽃|식물
357,가뭄에 강한 실내 식물,유기농 농장에서 지속 가능한 방식으로 재배되는 가뭄에 강한 실내 식물,꽃|식물,꽃|식물
358,레드 백팩,이 여성용 빨간색 백팩은 이번 시즌 최고급입니다.,액세서리|배낭,액세서리|배낭
359,다크 슬레이트 그레이 작업대,사무실을 위한 뛰어난 다크 슬레이트 그레이 작업대,가구|테이블,가구|의자
360,화이트 플레이트,모든 주방과 비교할 수 없습니다,가정용품|주방,가정용품|주방
361,깔끔한 세라믹 볼,이 깔끔한 세라믹 그릇은 필수품입니다,가정용품|그릇,가정용품|그릇
362,비디오 카메라,아마추어 및 전문가용 비디오 카메라,전자제품|카메라,전자제품|카메라
363,다크 그레이 스퀘어 쿠션,이 다크 그레이 스퀘어 쿠션은 매우 편안합니다.,홈 데코 | 쿠션,홈 데코 | 쿠션
364,필라 캔들,이 필러 캔들은 집 조명에 꼭 필요한 아이템입니다.,홈 데코 | 조명,홈 데코 | 조명
365,부활절 장식,4월의 머스트해브 아이템,계절|부활절,계절|부활절
366,시에나 오피스 체어,부드러운 시에나 사무용 의자로 생산성을 높이세요,가구|의자,가구|의자
367,플로리스 스카프,완벽한 여성용 스카프,의류|스카프,의류|스카프
368,블랙 스니커즈,다재다능한 대담한 블랙 스니커즈,신발|스니커즈,신발|스니커즈
369,크리스마스 오너먼트,휴일에 가장 좋아하는 것,계절|크리스마스,계절|크리스마스
370,돼지고기,우리 돼지고기는 농부들이 지속 가능한 방식으로 사육합니다.,식료품|고기,식료품|고기
371,울트라시크 스카프,어떤 상황에도 어울리는 여성용 울트라시크 스카프,의류|스카프,의류|스카프
372,고급스러운 세라믹 볼,모든 상황에 어울리는 고급스러운 세라믹 그릇,가정용품|그릇,가정용품|그릇
373,새들 브라운 핸드백,이 새들 브라운 드레시 핸드백은 전형적인 필수품입니다,액세서리|핸드백,액세서리|핸드백
374,스틸 블루 스퀘어 쿠션,이 스틸 블루 스퀘어 쿠션은 집에 꼭 있어야 할 필수품입니다.,홈 데코 | 쿠션,홈 데코 | 쿠션
